Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Can’t Get It Out Of My Head,Electric Light Orchestra,3:53,4,0.298,0.797,0,-6.54,1,0.0334,0.0132,0,0.935,0.205,97.984,9,1975
Doctor’s Orders,Carol Douglas,4:23,4,0.657,0.914,7,-4.493,1,0.0285,0.002,0.0356,0.0688,0.542,127.001,6,1975
"You’re The First, The Last, My Everything",Barry White,3:08,4,0.598,0.807,5,-6.652,1,0.0282,0.000288,0.00246,0.181,0.919,132.072,4,1975
Cat’s In The Cradle,Harry Chapin,5:15,3,0.519,0.423,9,-7.051,1,0.0303,0.0938,0.0000181,0.108,0.224,144.597,2,1975
I’m Not Lisa,Jessi Colter,3:30,4,0.38,0.342,5,-8.256,1,0.0279,0.757,0.000259,0.638,0.366,71.962,1,1975
"Don’t Call Us, We’ll Call You",Sugarloaf,3:50,4,0.221,0.954,8,-5.457,1,0.143,0.00263,0.0000957,0.341,0.19,150.978,0,1975
Summer,War,3:42,4,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,86,1976
Dream On,Aerosmith,4:27,4,0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031,82,1976
All,MYSELF,3:38,4,0.585,0.55,11,-7.342,1,0.0255,0.408,0.0000397,0.115,0.839,78.176,81,1976
Getaway,"Earth, Wind & Fire",3:53,4,0.562,0.689,2,-6.745,1,0.127,0.00465,0.00000223,0.0888,0.351,172.054,79,1976
She’s Gone,Hall & Oates,3:46,4,0.534,0.943,1,-4.812,0,0.0496,0.000215,0.794,0.0929,0.375,134.004,78,1976
Saturday Night,Bay City Rollers,3:32,4,0.733,0.795,1,-7.224,0,0.0249,0.0263,0.000952,0.083,0.892,109.121,75,1976
If You Leave Me Now,Chicago,3:55,4,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,75,1976
(DON’T Fear) The Reaper,Blue Oyster Cult,5:08,4,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,74,1976
Rhiannon,Fleetwood Mac,4:12,4,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,74,1976
"December, 1963 (OH, What A Night)",The Four Seasons,3:17,4,0.737,0.495,1,-13.489,1,0.027,0.0588,0.00000912,0.0542,0.967,104.409,74,1976
Love Machine,The Miracles,3:56,4,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,74,1976
You Sexy Thing,Hot Chocolate,4:04,4,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,73,1976
Play That Funky Music,Wild Cherry,5:00,4,0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,72,1976
Bohemian Rhapsody,Queen,5:54,4,0.391,0.402,0,-9.961,0,0.0539,0.289,0,0.243,0.228,143.879,71,1976
With Your Love,Jefferson Starship,3:52,4,0.629,0.479,10,-10.608,1,0.0271,0.22,0,0.0587,0.345,138.231,70,1976
You Should Be Dancing,Bee Gees,4:16,4,0.682,0.716,0,-10.911,1,0.0333,0.0182,0.168,0.337,0.963,123.011,69,1976
Sweet Love,Commodores,2:29,4,0.729,0.571,6,-7.06,1,0.0285,0.478,0,0.402,0.833,91.981,69,1976
Take The Money And Run,Steve Miller Band,2:50,4,0.565,0.645,0,-12.923,1,0.0484,0.0552,0.00000284,0.151,0.836,99.3,69,1976
50 Ways To Leave Your Lover,Paul Simon,3:37,4,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,68,1976
Let Your Love Flow,The Bellamy Brothers,3:16,4,0.596,0.897,3,-5.224,1,0.0402,0.0367,0,0.151,0.853,108.194,68,1976
Sara Smile,Hall & Oates,3:05,3,0.592,0.398,2,-10.81,0,0.0678,0.357,0.000925,0.119,0.204,150.038,67,1976
Sweet Thing,Rufus featuring Chaka Khan,3:04,4,0.524,0.641,0,-8.967,1,0.0497,0.0437,0.0000278,0.159,0.482,141.65,67,1976
Say You Love Me,Fleetwood Mac,4:09,4,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,66,1976
You’re My Best Friend,Queen,2:50,4,0.518,0.761,0,-7.025,1,0.0451,0.158,0.00805,0.0715,0.577,118.74,66,1976
I Only Want To Be With You,Bay City Rollers,2:38,4,0.602,0.684,7,-8.021,1,0.029,0.103,0,0.175,0.961,133,65,1976
Love Hurts,Nazareth,3:00,4,0.724,0.45,4,-5.763,0,0.0497,0.0315,0.0000142,0.111,0.464,140.978,65,1976
Show Me The Way,Peter Frampton,4:03,4,0.7,0.726,2,-7.717,1,0.0329,0.434,0.0000011,0.0963,0.641,130.109,65,1976
Take It To The Limit,Eagles,4:47,3,0.435,0.423,11,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,64,1976
Evil Woman,Electric Light Orchestra,4:19,4,0.703,0.58,9,-8.611,0,0.0282,0.461,0.0000274,0.518,0.896,119.855,64,1976
Rock’n Me,Steve Miller Band,3:53,4,0.734,0.493,0,-7.528,1,0.308,0.0467,0,0.0477,0.562,86.043,64,1976
Silly Love Songs,Wings,5:54,4,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,63,1976
"More, More, More",Andrea True Connection,3:19,4,0.739,0.841,5,-4.162,1,0.06,0.0312,0,0.173,0.562,106.99,62,1976
Lowdown,Boz Scaggs,5:17,4,0.691,0.551,11,-12.15,0,0.0503,0.0747,0.104,0.034,0.938,116.519,62,1976
Golden Years,David Bowie,4:03,4,0.68,0.701,6,-10.36,0,0.036,0.316,0.00000472,0.111,0.933,108.287,62,1976
Right Back Where We Started From,Maxine Nightingale,3:12,4,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00656,0.455,0.901,148.017,62,1976
Still The One,Orleans,3:54,4,0.565,0.615,4,-10.793,1,0.0384,0.0487,0.00000193,0.16,0.591,143.928,62,1976
Fooled Around And Fell In Love,Elvin Bishop,4:36,3,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,61,1976
Afternoon Delight,Starland Vocal Band,3:13,4,0.486,0.443,5,-11.728,1,0.0301,0.492,0,0.101,0.785,147.206,61,1976
Kiss And Say Goodbye,The Manhattans,4:26,4,0.645,0.42,10,-10.09,1,0.0624,0.555,0,0.125,0.583,129.084,61,1976
Disco Lady,Johnnie Taylor,3:43,4,0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,60,1976
Convoy,C. W. McCall,3:50,4,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,59,1976
Magic Man,Heart,5:28,4,0.435,0.444,0,-12.816,1,0.0336,0.159,0.000697,0.457,0.734,103.817,59,1976
Love So Right,Bee Gees,3:35,4,0.575,0.405,4,-13.346,1,0.0279,0.345,0.0000673,0.645,0.558,80.983,58,1976
"Baby, I Love Your Way (LIVE)",Peter Frampton,4:41,4,0.518,0.786,7,-5.739,1,0.0357,0.448,0.000025,0.7,0.463,72.269,58,1976
I Love Music,The O’Jays,2:12,4,0.516,0.321,3,-12.192,1,0.0755,0.678,0.00412,0.243,0.748,180.041,58,1976
Dream Weaver,Gary Wright,4:16,4,0.266,0.389,4,-13.682,1,0.0305,0.244,0.00000142,0.0688,0.148,140.243,57,1976
Love Rollercoaster,Ohio Players,4:50,4,0.613,0.82,0,-10.175,1,0.0737,0.181,0.00000145,0.049,0.465,115.125,57,1976
Got To Get You Into My Life,The Beatles,2:29,4,0.521,0.524,0,-6.136,1,0.0302,0.42,0.00000927,0.0838,0.711,136.679,57,1976
Fanny (BE Tender With My Love),Bee Gees,4:03,4,0.438,0.526,4,-9.913,1,0.0273,0.215,0.0154,0.122,0.543,95.218,56,1976
Sing A Song,"Earth, Wind & Fire",3:23,4,0.774,0.698,9,-7.5,1,0.0481,0.157,0.00027,0.0684,0.969,122.325,56,1976
Theme From S.W.A.T.,Rhythm Heritage,2:06,4,0.631,0.888,5,-8.491,1,0.0375,0.171,0.0433,0.146,0.925,147.824,56,1976
Fox On The Run,Sweet,3:27,4,0.511,0.644,4,-12.191,1,0.0352,0.173,0.0000617,0.0928,0.828,128.067,56,1976
Wake Up Everybody,Harold Melvin & the Blue Notes,7:32,4,0.565,0.644,6,-8.116,1,0.0696,0.426,0,0.264,0.633,97.716,55,1976
Let ‘EM In,Wings,5:11,4,0.761,0.482,10,-11.849,1,0.0572,0.491,0.31,0.0864,0.626,88.054,55,1976
Baby Face,Wing and a Prayer Fife and Drum Corps,2:03,4,0.74,0.566,1,-8.389,0,0.32,0.0034,0,0.589,0.342,156.197,54,1976
A Little Bit More,Dr. Hook,2:54,4,0.298,0.419,7,-13.139,1,0.0351,0.586,0.00000181,0.306,0.467,185.773,53,1976
"(SHAKE, Shake, Shake) Shake Your Booty",KC and the Sunshine Band,3:06,4,0.649,0.825,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,53,1976
Misty Blue,Dorothy Moore,3:42,3,0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,52,1976
Welcome Back,John Sebastian,4:22,4,0.764,0.744,1,-2.34,1,0.181,0.0109,0.000122,0.318,0.511,88.426,52,1976
Breaking Up Is Hard To Do,Neil Sedaka,2:19,4,0.743,0.799,8,-5.466,0,0.0375,0.699,0,0.0635,0.965,116.112,52,1976
I Write The Songs,Barry Manilow,3:55,4,0.267,0.417,5,-8.79,1,0.0283,0.824,0.000961,0.087,0.331,142.595,51,1976
Love Is Alive,Gary Wright,3:50,4,0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,51,1976
Happy Days,Pratt and McClain,1:16,4,0.212,0.554,0,-8.352,1,0.0473,0.00325,0.859,0.324,0.625,137.787,51,1976
Money Honey,Bay City Rollers,2:50,4,0.775,0.754,1,-3.226,1,0.0469,0.0129,0.000301,0.0775,0.84,119.006,50,1976
Love To Love You Baby,Donna Summer,16:48,4,0.622,0.425,10,-16.256,1,0.052,0.292,0.0000573,0.0498,0.417,96.168,50,1976
A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,3:02,4,0.687,0.506,0,-13.311,0,0.0407,0.315,0.692,0.0611,0.783,108.759,50,1976
Love Hangover,Diana Ross,7:48,4,0.508,0.669,1,-10.342,1,0.0377,0.241,0.0148,0.0523,0.875,112.437,49,1976
Get Closer,Seals and Crofts (featuring Carolyn Willis),4:31,4,0.755,0.416,7,-14.941,1,0.031,0.18,0.00000181,0.123,0.83,113.997,49,1976
Walk Away From Love,David Ruffin,4:10,4,0.703,0.376,11,-5.968,1,0.0703,0.182,0.0000288,0.195,0.494,165.438,48,1976
"Fly, Robin, Fly",Silver Convention,3:50,4,0.826,0.406,0,-14.153,0,0.0317,0.00719,0.731,0.0725,0.939,100.278,48,1976
Boogie Fever,The Sylvers,2:16,4,0.872,0.839,3,-11.649,1,0.0755,0.577,0.0286,0.0375,0.963,116.032,48,1976
Shop Around,Captain & Tennille,2:50,4,0.552,0.7,7,-4.533,1,0.0295,0.809,0,0.805,0.901,132.005,47,1976
Devil Woman,Cliff Richard,2:50,4,0.697,0.266,4,-12.459,1,0.0613,0.911,0,0.141,0.501,145.839,47,1976
Only Sixteen,Dr. Hook,2:47,4,0.628,0.189,5,-16.61,1,0.0321,0.889,0.00000647,0.115,0.609,100.342,47,1976
Times Of Your Life,Paul Anka,3:15,4,0.391,0.441,7,-9.876,1,0.0267,0.573,0,0.0665,0.513,76.524,47,1976
Moonlight Feels Right,Starbuck,3:41,4,0.67,0.778,7,-8.11,1,0.0274,0.468,0.0000752,0.115,0.853,120.391,47,1976
Just To Be Close To You,Commodores,6:21,3,0.46,0.315,0,-13.23,1,0.0503,0.466,0,0.0533,0.327,99.402,43,1976
Shannon,Henry Gross,3:53,4,0.558,0.36,5,-11.771,1,0.0232,0.23,0.00248,0.18,0.509,87.838,43,1976
If You Know What I Mean,Neil Diamond,3:43,4,0.387,0.336,2,-14.031,1,0.0287,0.718,0.00000632,0.185,0.416,76.037,43,1976
This Masquerade,George Benson,8:03,4,0.625,0.373,5,-12.549,0,0.0383,0.5,0.000524,0.132,0.43,88.543,42,1976
Turn The Beat Around,Vicki Sue Robinson,3:53,4,0.735,0.804,6,-6.476,0,0.0347,0.0145,0,0.0716,0.539,130.018,42,1976
Muskrat Love,Captain & Tennille,3:48,4,0.659,0.257,9,-16.552,1,0.0382,0.89,0.00014,0.252,0.222,102.977,41,1976
Tryin’ To Get The Feeling Again,Barry Manilow,3:51,4,0.274,0.553,3,-9.345,1,0.0505,0.612,0.000171,0.182,0.252,136.488,39,1976
Country Boy (YOU Got Your Feet In L.A.),Glen Campbell,3:07,4,0.643,0.735,10,-8.621,1,0.0255,0.379,0,0.0605,0.885,114.212,39,1976
Get Up And Boogie,Silver Convention,2:52,4,0.797,0.552,7,-14.86,1,0.0303,0.117,0.00132,0.0806,0.967,104.988,39,1976
That’ll Be The Day,Linda Ronstadt,2:38,4,0.56,0.14,1,-20.439,1,0.0325,0.862,0.968,0.0927,0.0589,74.483,32,1976
Deep Purple,Donny & Marie Osmond,2:40,3,0.507,0.32,5,-12.472,1,0.0305,0.881,0.0000259,0.153,0.575,130.565,30,1976
Disco Duck,Rick Dees & His Cast of Idiots,3:18,4,0.81,0.448,4,-15.137,1,0.0693,0.132,0.000926,0.063,0.968,117.04,30,1976
Lonely Night (ANGEL Face),Captain & Tennille,3:18,4,0.593,0.698,0,-9.163,1,0.191,0.508,0.0000223,0.0796,0.647,122.139,25,1976
Don’t Go Breaking My Heart,Elton John & Kiki Dee,4:11,4,0.481,0.995,5,-5.174,1,0.0417,0.0247,0.000209,0.962,0.452,139.224,23,1976
You’ll Never Find Another Love Like Mine,Lou Rawls,3:52,4,0.564,0.657,7,-9.318,1,0.109,0.653,0,0.122,0.516,129.849,21,1976
That’s The Way (I Like It),KC and the Sunshine Band,3:03,4,0.685,0.919,5,-9.046,0,0.0395,0.161,0.125,0.35,0.904,108.685,20,1976
I’d Really Love To See You Tonight,England Dan & John Ford Coley,2:39,4,0.62,0.556,5,-12.044,1,0.0336,0.184,0,0.301,0.591,119.17,19,1976
I’ll Be Good To You,The Brothers Johnson,4:12,4,0.599,0.232,8,-8.156,1,0.0394,0.827,0,0.134,0.44,131.023,18,1976
Nadia’s Theme (THE Young And The Restless),"Barry DeVorzon and Perry Botkin, Jr.",3:09,4,0.279,0.243,7,-12.56,0,0.0298,0.913,0.959,0.0939,0.0393,139.649,15,1976
Beth / Detroit Rock City,Kiss,2:48,4,0.453,0.286,0,-11.403,1,0.0321,0.807,0.0000345,0.206,0.345,114.003,11,1976
Let’s Do It Again,The Staple Singers,2:52,4,0.607,0.883,9,-4.588,1,0.0308,0.0116,0,0.0832,0.962,127.534,11,1976
Theme From Mahogany (DO You Know Where You’re Going To),Diana Ross,2:31,4,0.519,0.782,11,-8.044,1,0.0282,0.419,0.0104,0.177,0.746,137.062,4,1976
Rock And Roll Music,The Beach Boys,1:55,4,0.556,0.265,9,-14.293,1,0.077,0.138,0.102,0.122,0.757,171.979,3,1976
The Wreck Of The Edmund Fitzgerald (#2*),Gordon Lightfoot,6:48,4,0.353,0.176,4,-17.426,1,0.036,0.852,0,0.126,0.287,112.732,0,1976
Dreams,Fleetwood Mac,4:17,4,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,86,1977
Dancing Queen,ABBA,3:50,4,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,85,1977
Rich Girl,Daryl Hall & John Oates,2:22,4,0.573,0.683,5,-6.644,1,0.176,0.461,0,0.0935,0.817,169.519,84,1977
How Deep Is Your Love,Bee Gees,3:32,4,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,83,1977
Hotel California,Eagles,6:31,4,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,83,1977
Easy,Commodores,3:44,4,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,81,1977
More Than A Feeling,Boston,4:45,4,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,80,1977
Go Your Own Way,Fleetwood Mac,3:43,4,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,80,1977
Lonely Boy,Andrew Gold,3:13,4,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,79,1977
I Feel Love,Donna Summer,2:32,4,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,76,1977
Carry On Wayward Son,Kansas,5:23,4,0.482,0.786,7,-5.735,1,0.032,0.00321,0.0000888,0.446,0.793,126.755,76,1977
You And Me,Alice Cooper,3:15,3,0.459,0.427,7,-7.734,1,0.0267,0.114,0,0.168,0.354,139.902,75,1977
Float On,The Floaters,3:28,4,0.649,0.888,6,-4.807,1,0.0293,0.013,0.00000223,0.0888,0.553,100.975,75,1977
Walk This Way,Aerosmith,3:40,4,0.653,0.73,5,-10.613,1,0.0429,0.0115,0.0000102,0.0776,0.894,108.709,74,1977
Barracuda,Heart,4:21,4,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,74,1977
Night Moves,Bob Seger & The Silver Bullet Band,5:24,4,0.705,0.743,1,-6.631,1,0.042,0.432,0.0133,0.103,0.374,118.552,73,1977
Life In The Fast Lane,Eagles,4:46,4,0.667,0.755,9,-7.246,1,0.069,0.0966,0.0000694,0.0523,0.883,109.535,71,1977
Don’t Stop,Fleetwood Mac,4:27,4,0.834,0.669,6,-5.582,0,0.0637,0.0341,0.0000718,0.0535,0.547,122.669,71,1977
Southern Nights,Glen Campbell,3:00,4,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,71,1977
Margaritaville,Jimmy Buffett,4:10,4,0.801,0.545,2,-13.637,1,0.0357,0.709,0.00176,0.104,0.862,124.941,71,1977
Best Of My Love,The Emotions,3:40,4,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,71,1977
On And On,Stephen Bishop,7:26,3,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,70,1977
Sir Duke,Stevie Wonder,3:52,4,0.588,0.568,6,-9.766,1,0.0672,0.16,0,0.0792,0.952,106.938,70,1977
So Into You,Atlanta Rhythm Section,4:21,4,0.656,0.479,7,-7.055,0,0.0348,0.0665,0.00272,0.168,0.708,184.374,69,1977
New Kid In Town,Eagles,5:04,4,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,69,1977
Livin’ Thing,Electric Light Orchestra,3:32,4,0.549,0.651,0,-7.097,1,0.0323,0.583,0,0.121,0.368,122.818,69,1977
I Wish,Stevie Wonder,4:10,4,0.445,0.492,6,-5.717,1,0.0294,0.036,0,0.122,0.24,148.013,69,1977
Cold As Ice,Foreigner,3:20,4,0.562,0.609,3,-7.063,0,0.0271,0.0264,0,0.17,0.512,130.753,68,1977
Jeans On,Lord David Dundas,2:34,4,0.868,0.55,6,-6.417,1,0.226,0.183,0,0.109,0.464,117.943,67,1977
Somebody To Love,Queen,4:56,3,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,67,1977
Do You Wanna Make Love,Peter McCann,5:10,4,0.626,0.746,7,-8.832,1,0.0282,0.16,0,0.0618,0.8,102.896,66,1977
I Just Want To Be Your Everything,Andy Gibb,3:45,4,0.651,0.648,9,-7.44,1,0.0346,0.167,0.000017,0.192,0.868,97.017,65,1977
Brick House,Commodores,3:28,4,0.832,0.782,4,-10.48,0,0.0597,0.0743,0.0179,0.032,0.63,107.878,65,1977
Sorry Seems To Be The Hardest Word,Elton John,3:48,4,0.371,0.22,7,-12.797,0,0.0324,0.828,0.00000123,0.195,0.112,118.464,65,1977
Fly Like An Eagle,Steve Miller Band,4:42,4,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,65,1977
Jet Airliner,Steve Miller Band,3:35,4,0.574,0.664,5,-11.5,1,0.0346,0.0737,0,0.22,0.936,122.956,65,1977
The Rubberband Man,The Spinners,3:33,4,0.801,0.446,10,-14.604,1,0.0745,0.74,0.038,0.0832,0.924,97.894,65,1977
The Things We Do For Love,10cc,3:27,4,0.637,0.528,1,-9.837,1,0.0394,0.163,0,0.122,0.781,106.949,64,1977
Gonna Fly Now,Bill Conti,2:47,4,0.434,0.722,0,-6.388,1,0.0351,0.462,0.773,0.05,0.453,95.637,64,1977
Stand Tall,Burton Cummings,3:11,4,0.709,0.75,9,-6.519,0,0.095,0.311,0,0.344,0.824,158.088,64,1977
You Make Me Feel Like Dancing,Leo Sayer,3:39,4,0.728,0.718,8,-5.281,0,0.0501,0.0848,0,0.0579,0.733,95.922,64,1977
Got To Give It Up,Marvin Gaye,4:15,4,0.854,0.847,2,-9.019,1,0.042,0.232,0.000569,0.345,0.89,122.644,64,1977
Blinded,THE LIGHT,7:08,4,0.456,0.696,5,-10,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,64,1977
Telephone Line,Electric Light Orchestra,4:40,4,0.467,0.367,9,-8.164,1,0.0298,0.771,0.0000227,0.0847,0.205,70.856,62,1977
Maybe I’m Amazed,Paul McCartney & Wings,3:49,4,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,62,1977
Enjoy Yourself,The Jacksons,3:17,4,0.764,0.676,11,-6.761,0,0.0927,0.389,0,0.215,0.461,97.02,62,1977
Lido Shuffle,Boz Scaggs,3:43,4,0.592,0.612,10,-9.811,1,0.0325,0.0124,0.0000428,0.153,0.645,141.433,60,1977
Lost Without Your Love,Bread,2:56,4,0.266,0.345,10,-11.484,1,0.0309,0.376,0.000019,0.103,0.199,145.98,59,1977
Lucille,Kenny Rogers,3:40,3,0.646,0.362,5,-11.954,1,0.0312,0.724,0,0.134,0.387,142.46,59,1977
Strawberry Letter 23,The Brothers Johnson,4:59,4,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,59,1977
I’m In You,Peter Frampton,1:36,4,0.485,0.0088,5,-30,1,0.0507,0.996,0.94,0.114,0.189,85.778,58,1977
Evergreen (LOVE Theme From A Star Is Born),Barbra Streisand,3:04,4,0.35,0.303,9,-10.943,1,0.0316,0.932,0.0257,0.0907,0.187,114.709,57,1977
Just A Song Before I Go,"Crosby, Stills & Nash",2:13,4,0.671,0.233,11,-18.003,0,0.0378,0.875,0.00016,0.12,0.486,108.065,57,1977
Boogie Nights,Heatwave,5:03,4,0.629,0.615,11,-10.972,0,0.0433,0.169,0.0000723,0.132,0.673,118.805,57,1977
Angel In Your Arms,Hot,2:30,4,0.694,0.828,11,-4.653,0,0.0336,0.0399,0,0.0796,0.407,126.002,57,1977
Handy Man,James Taylor,3:16,4,0.804,0.233,2,-14.17,1,0.0312,0.64,0.106,0.0854,0.583,90.639,56,1977
Heard It In A Love Song,The Marshall Tucker Band,4:57,4,0.555,0.797,2,-7.484,1,0.0389,0.168,0.00268,0.12,0.683,152.87,56,1977
Year Of The Cat,Al Stewart,6:40,4,0.54,0.634,4,-9.165,0,0.0346,0.016,0.0098,0.118,0.546,116.461,55,1977
You Light Up My Life,Debby Boone,3:36,3,0.333,0.367,2,-10.06,1,0.0291,0.831,0.0000119,0.262,0.0685,77.986,55,1977
When I Need You,Leo Sayer,4:13,3,0.597,0.342,8,-8.167,1,0.0299,0.389,0.0000304,0.114,0.11,109.609,55,1977
Torn Between Two Lovers,Mary MacGregor,3:51,4,0.551,0.479,10,-9.2,1,0.0301,0.898,0.0901,0.148,0.577,130.248,55,1977
Da Doo Ron Ron,Shaun Cassidy,2:20,4,0.535,0.797,3,-7.533,1,0.0459,0.48,0.0000342,0.141,0.613,148.835,54,1977
Don’t Leave Me This Way,Thelma Houston,3:37,4,0.553,0.839,0,-5.844,0,0.116,0.153,0.00006,0.13,0.673,121.819,54,1977
Boogie Child,Bee Gees,3:36,4,0.722,0.758,7,-8.147,1,0.0954,0.0953,0.196,0.21,0.637,88.01,53,1977
"Baby, What A Big Surprise",Chicago,3:03,4,0.42,0.451,5,-4.351,1,0.0289,0.053,0.00000232,0.137,0.396,74.353,52,1977
I’m Your Boogie Man,KC and the Sunshine Band,4:02,4,0.753,0.753,5,-13.023,0,0.0436,0.0144,0.0000443,0.0711,0.913,113.068,52,1977
Whatcha Gonna Do?,Pablo Cruise,2:35,4,0.735,0.709,2,-7.632,1,0.0988,0.349,0,0.0944,0.909,127.241,52,1977
I Wanna Get Next To You,Rose Royce,3:58,4,0.62,0.179,0,-19.981,1,0.0314,0.835,0.03,0.0928,0.675,130.864,52,1977
Nobody Does It Better,Carly Simon,4:34,4,0.736,0.561,0,-8.16,1,0.05,0.446,0,0.128,0.122,92.06,51,1977
Smoke From A Distant Fire,Sanford-Townsend Band,3:33,4,0.592,0.625,9,-9.343,1,0.0464,0.15,0.000313,0.0804,0.747,136.997,51,1977
Car Wash,Rose Royce,5:07,4,0.667,0.521,9,-13.212,0,0.115,0.202,0.0000655,0.0723,0.856,117.917,50,1977
Dazz,Brick,3:22,4,0.722,0.778,4,-7.931,1,0.0611,0.0697,0.00000746,0.0414,0.839,109.076,49,1977
Just Remember I Love You,Firefall,3:16,4,0.688,0.294,0,-13.985,1,0.0309,0.357,0.000244,0.0999,0.709,121.76,49,1977
Feels Like The First Time,Foreigner,3:52,4,0.498,0.802,7,-4.537,1,0.0544,0.0136,0.00000144,0.128,0.505,107.704,49,1977
Weekend In New England,Barry Manilow,3:46,3,0.245,0.397,0,-6.997,1,0.0272,0.568,0.0000183,0.171,0.244,80.427,48,1977
Keep It Comin’ Love,KC and the Sunshine Band,4:31,4,0.773,0.721,3,-12.574,1,0.0294,0.232,0.0000161,0.0349,0.971,110.383,48,1977
Trying To Love Two,William Bell,2:27,4,0.6,0.409,5,-15.963,1,0.0399,0.0409,0,0.56,0.702,87.353,48,1977
I Never Cry,Alice Cooper,3:44,4,0.553,0.284,0,-15.602,1,0.0317,0.45,0.00000348,0.114,0.374,136.112,47,1977
Looks Like We Made It,Barry Manilow,3:33,4,0.297,0.481,0,-7.681,1,0.0278,0.574,0.00352,0.094,0.456,139.896,47,1977
(YOUR Love Has Lifted Me) Higher And Higher,Rita Coolidge,4:01,4,0.656,0.646,10,-9.169,0,0.0336,0.0575,0.00464,0.16,0.75,117.586,44,1977
My Heart Belongs To Me,Barbra Streisand,3:21,4,0.274,0.209,0,-15.723,0,0.0328,0.743,0.00000684,0.183,0.297,139.316,43,1977
Muskrat Love,Captain & Tennille,3:48,4,0.659,0.257,9,-16.552,1,0.0382,0.89,0.00014,0.252,0.222,102.977,41,1977
Right Time Of The Night,Jennifer Warnes,2:53,4,0.563,0.478,10,-10.149,1,0.024,0.551,0,0.159,0.749,93.684,41,1977
After The Lovin’,Engelbert Humperdinck,3:53,3,0.33,0.532,0,-8.48,1,0.0333,0.523,0.00000651,0.173,0.358,117.936,40,1977
You Don’t Have To Be A Star (TO Be In My Show),Marilyn McCoo & Billy Davis Jr.,4:39,4,0.475,0.556,6,-8.388,0,0.0321,0.312,0,0.216,0.917,200.033,40,1977
Star Wars Theme/Cantina Band,Meco,3:32,4,0.677,0.915,0,-3.859,1,0.0912,0.00121,0.916,0.322,0.545,124.929,36,1977
Undercover Angel,Alan O’Day,3:31,4,0.673,0.662,5,-7.021,1,0.04,0.226,0,0.121,0.725,98.564,33,1977
